,prompts,prompt_intent,word_entities
1007,make me a new alarm for 5 months,1,"[0, 0, 0, 0, 0, 0, 1, 1]"
1008,please setup a new 12h timer,1,"[6, 0, 0, 0, 1, 0]"
1009,it'd be great if you could set a six months alarm,1,"[6, 6, 6, 6, 6, 6, 0, 0, 1, 1, 0]"
1010,i really want you to set an alarm for 2032/2/9,1,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 2]"
1011,it would be nice if you could please create an timer for six hours,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 1, 1]"
1012,it would be nice if you could please make an alarm that will end at june first,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
1013,it'd be great if you could set a three weeks alarm,1,"[6, 6, 6, 6, 6, 6, 0, 0, 1, 1, 0]"
1014,can you setup a new two days timer,1,"[6, 6, 0, 0, 0, 1, 1, 0]"
1015,will you please make an alarm that will end at in five days,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
1016,for goodness sake just make an alarm that will end at tonight,1,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2]"
1017,setup a new 2 weeks timer,1,"[0, 0, 0, 1, 1, 0]"
1018,would you please set a 30s alarm,1,"[6, 6, 6, 0, 0, 1, 0]"
1019,can't you just make an alarm that will end at in five days,1,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
1020,set a 43 days alarm,1,"[0, 0, 1, 1, 0]"
1021,it would be nice if you could please set an alarm for in five days,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
1022,please setup a new 5 months timer,1,"[6, 0, 0, 0, 1, 1, 0]"
1023,it would be nice if you could please setup a new fifty three minutes timer,1,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 1, 1, 1, 0]"
1024,what day is it?,2,"[0, 0, 0, 0]"
1025,what's the date?,2,"[0, 0, 0]"
1026,tell me the date,2,"[0, 0, 0, 0]"
1027,can you tell me the date,2,"[6, 6, 0, 0, 0, 0]"
1028,will you please tell me the date,2,"[6, 6, 6, 0, 0, 0, 0]"
1029,it'd be great if you could tell me the date,2,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0]"
1030,would you please tell me the date,2,"[6, 6, 6, 0, 0, 0, 0]"
1031,it would be nice if you could please tell me the date,2,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0]"
1032,can't you just tell me the date,2,"[6, 6, 6, 0, 0, 0, 0]"
1033,i really want you to tell me the date,2,"[6, 6, 6, 6, 6, 0, 0, 0, 0]"
1034,for goodness sake just tell me the date,2,"[6, 6, 6, 6, 0, 0, 0, 0]"
1035,please tell me the date,2,"[6, 0, 0, 0, 0]"
1036,give me the date,2,"[0, 0, 0, 0]"
1037,can you give me the date,2,"[6, 6, 0, 0, 0, 0]"
1038,will you please give me the date,2,"[6, 6, 6, 0, 0, 0, 0]"
1039,it'd be great if you could give me the date,2,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0]"
1040,would you please give me the date,2,"[6, 6, 6, 0, 0, 0, 0]"
1041,it would be nice if you could please give me the date,2,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0]"
1042,can't you just give me the date,2,"[6, 6, 6, 0, 0, 0, 0]"
1043,i really want you to give me the date,2,"[6, 6, 6, 6, 6, 0, 0, 0, 0]"
1044,for goodness sake just give me the date,2,"[6, 6, 6, 6, 0, 0, 0, 0]"
1045,please give me the date,2,"[6, 0, 0, 0, 0]"
1046,tell me what day it is,2,"[0, 0, 0, 0, 0, 0]"
1047,can you tell me what day it is,2,"[6, 6, 0, 0, 0, 0, 0, 0]"
1048,will you please tell me what day it is,2,"[6, 6, 6, 0, 0, 0, 0, 0, 0]"
1049,it'd be great if you could tell me what day it is,2,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0]"
1050,would you please tell me what day it is,2,"[6, 6, 6, 0, 0, 0, 0, 0, 0]"
1051,it would be nice if you could please tell me what day it is,2,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0]"
1052,can't you just tell me what day it is,2,"[6, 6, 6, 0, 0, 0, 0, 0, 0]"
1053,i really want you to tell me what day it is,2,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0]"
1054,for goodness sake just tell me what day it is,2,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0]"
1055,please tell me what day it is,2,"[6, 0, 0, 0, 0, 0, 0]"
1056,what time is it?,3,"[0, 0, 0, 0]"
1057,what's the time?,3,"[0, 0, 0]"
1058,when is it?,3,"[0, 0, 0]"
1059,tell me the time,3,"[0, 0, 0, 0]"
1060,can you tell me the time,3,"[6, 6, 0, 0, 0, 0]"
1061,will you please tell me the time,3,"[6, 6, 6, 0, 0, 0, 0]"
1062,it'd be great if you could tell me the time,3,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0]"
1063,would you please tell me the time,3,"[6, 6, 6, 0, 0, 0, 0]"
1064,it would be nice if you could please tell me the time,3,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0]"
1065,can't you just tell me the time,3,"[6, 6, 6, 0, 0, 0, 0]"
1066,i really want you to tell me the time,3,"[6, 6, 6, 6, 6, 0, 0, 0, 0]"
1067,for goodness sake just tell me the time,3,"[6, 6, 6, 6, 0, 0, 0, 0]"
1068,please tell me the time,3,"[6, 0, 0, 0, 0]"
1069,give me the current time,3,"[0, 0, 0, 0, 0]"
1070,can you give me the current time,3,"[6, 6, 0, 0, 0, 0, 0]"
1071,will you please give me the current time,3,"[6, 6, 6, 0, 0, 0, 0, 0]"
1072,it'd be great if you could give me the current time,3,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0]"
1073,would you please give me the current time,3,"[6, 6, 6, 0, 0, 0, 0, 0]"
1074,it would be nice if you could please give me the current time,3,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0]"
1075,can't you just give me the current time,3,"[6, 6, 6, 0, 0, 0, 0, 0]"
1076,i really want you to give me the current time,3,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0]"
1077,for goodness sake just give me the current time,3,"[6, 6, 6, 6, 0, 0, 0, 0, 0]"
1078,please give me the current time,3,"[6, 0, 0, 0, 0, 0]"
1079,tell me what time it is right now,3,"[0, 0, 0, 0, 0, 0, 0, 0]"
1080,can you tell me what time it is right now,3,"[6, 6, 0, 0, 0, 0, 0, 0, 0, 0]"
1081,will you please tell me what time it is right now,3,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]"
1082,it'd be great if you could tell me what time it is right now,3,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]"
1083,would you please tell me what time it is right now,3,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]"
1084,it would be nice if you could please tell me what time it is right now,3,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]"
1085,can't you just tell me what time it is right now,3,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]"
1086,i really want you to tell me what time it is right now,3,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]"
1087,for goodness sake just tell me what time it is right now,3,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]"
1088,please tell me what time it is right now,3,"[6, 0, 0, 0, 0, 0, 0, 0, 0]"
1089,give me the time,3,"[0, 0, 0, 0]"
1090,can you give me the time,3,"[6, 6, 0, 0, 0, 0]"
1091,will you please give me the time,3,"[6, 6, 6, 0, 0, 0, 0]"
1092,it'd be great if you could give me the time,3,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0]"
1093,would you please give me the time,3,"[6, 6, 6, 0, 0, 0, 0]"
1094,it would be nice if you could please give me the time,3,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0]"
1095,can't you just give me the time,3,"[6, 6, 6, 0, 0, 0, 0]"
1096,i really want you to give me the time,3,"[6, 6, 6, 6, 6, 0, 0, 0, 0]"
1097,for goodness sake just give me the time,3,"[6, 6, 6, 6, 0, 0, 0, 0]"
1098,please give me the time,3,"[6, 0, 0, 0, 0]"
1099,what's on my todo list?,4,"[0, 0, 0, 0, 0]"
1100,get my todo list,4,"[0, 0, 0, 0]"
1101,can you get my todo list,4,"[6, 6, 0, 0, 0, 0]"
1102,will you please get my todo list,4,"[6, 6, 6, 0, 0, 0, 0]"
1103,it'd be great if you could get my todo list,4,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0]"
1104,would you please get my todo list,4,"[6, 6, 6, 0, 0, 0, 0]"
1105,it would be nice if you could please get my todo list,4,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0]"
1106,can't you just get my todo list,4,"[6, 6, 6, 0, 0, 0, 0]"
1107,i really want you to get my todo list,4,"[6, 6, 6, 6, 6, 0, 0, 0, 0]"
1108,for goodness sake just get my todo list,4,"[6, 6, 6, 6, 0, 0, 0, 0]"
1109,please get my todo list,4,"[6, 0, 0, 0, 0]"
1110,tell me what's on my todo list,4,"[0, 0, 0, 0, 0, 0, 0]"
1111,can you tell me what's on my todo list,4,"[6, 6, 0, 0, 0, 0, 0, 0, 0]"
1112,will you please tell me what's on my todo list,4,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
1113,it'd be great if you could tell me what's on my todo list,4,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
1114,would you please tell me what's on my todo list,4,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
1115,it would be nice if you could please tell me what's on my todo list,4,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
1116,can't you just tell me what's on my todo list,4,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
1117,i really want you to tell me what's on my todo list,4,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
1118,for goodness sake just tell me what's on my todo list,4,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
1119,please tell me what's on my todo list,4,"[6, 0, 0, 0, 0, 0, 0, 0]"
1120,tell me what i need to do,4,"[0, 0, 0, 0, 0, 0, 0]"
1121,can you tell me what i need to do,4,"[6, 6, 0, 0, 0, 0, 0, 0, 0]"
1122,will you please tell me what i need to do,4,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
1123,it'd be great if you could tell me what i need to do,4,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
1124,would you please tell me what i need to do,4,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
1125,it would be nice if you could please tell me what i need to do,4,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
1126,can't you just tell me what i need to do,4,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
1127,i really want you to tell me what i need to do,4,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
1128,for goodness sake just tell me what i need to do,4,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
1129,please tell me what i need to do,4,"[6, 0, 0, 0, 0, 0, 0, 0]"
1130,give me my tasks,4,"[0, 0, 0, 0]"
1131,can you give me my tasks,4,"[6, 6, 0, 0, 0, 0]"
1132,will you please give me my tasks,4,"[6, 6, 6, 0, 0, 0, 0]"
1133,it'd be great if you could give me my tasks,4,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0]"
1134,would you please give me my tasks,4,"[6, 6, 6, 0, 0, 0, 0]"
1135,it would be nice if you could please give me my tasks,4,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0]"
1136,can't you just give me my tasks,4,"[6, 6, 6, 0, 0, 0, 0]"
1137,i really want you to give me my tasks,4,"[6, 6, 6, 6, 6, 0, 0, 0, 0]"
1138,for goodness sake just give me my tasks,4,"[6, 6, 6, 6, 0, 0, 0, 0]"
1139,please give me my tasks,4,"[6, 0, 0, 0, 0]"
1140,tell me what the weather will be over the next three weeks and two days,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1141,it would be nice if you could please tell me what the weather will be over the next six hours,5,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1142,would you please locate the forecast for the next 5 months,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1143,i really want you to tell me what the weather will be over the next three weeks and two days,5,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1144,it'd be great if you could get the weather for in five days,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
1145,please find me forecast for september fourteenth,5,"[6, 0, 0, 0, 0, 2, 2]"
1146,would you please find me forecast for this weekend,5,"[6, 6, 6, 0, 0, 0, 0, 2, 2]"
1147,it would be nice if you could please get the weather for tomorrow evening,5,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
1148,can't you just get the weather for thursday at five forty five,5,"[6, 6, 6, 0, 0, 0, 0, 2, 2, 2, 2, 2]"
1149,locate the forecast for the next 45 minutes,5,"[0, 0, 0, 0, 0, 0, 1, 1]"
1150,it would be nice if you could please find me forecast for this weekend,5,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
1151,please locate the forecast for the next 12h,5,"[6, 0, 0, 0, 0, 0, 0, 1]"
1152,for goodness sake just tell me what the weather will be over the next twelve minutes,5,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1153,locate the forecast for the next 2 weeks,5,"[0, 0, 0, 0, 0, 0, 1, 1]"
1154,it'd be great if you could find me forecast for 2021/07/03,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2]"
1155,will you please tell me what the weather will be over the next three weeks and two days,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1156,will you please locate the forecast for the next 45 minutes,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1157,would you please get the weather for next sunday at 4:30,5,"[6, 6, 6, 0, 0, 0, 0, 2, 2, 2, 2]"
1158,for goodness sake just get the forecast,5,"[6, 6, 6, 6, 0, 0, 0]"
1159,can't you just locate the forecast for the next six months,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1160,it'd be great if you could get the weather for june first,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
1161,can you locate the forecast for the next six months,5,"[6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1162,can't you just tell me what the weather will be over the next twelve minutes,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1163,for goodness sake just tell me what the weather will be over the next sixty seconds,5,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1164,it'd be great if you could find me forecast for at 6pm,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
1165,will you please locate the forecast for the next three weeks,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1166,can you locate the forecast for the next 45 minutes,5,"[6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1167,would you please locate the forecast for the next 12h,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1]"
1168,would you please tell me what the weather will be over the next 5 months,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1169,please locate the forecast for the next sixty seconds,5,"[6, 0, 0, 0, 0, 0, 0, 1, 1]"
1170,tell me what the weather will be over the next three weeks and two days,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1171,it would be nice if you could please find me forecast for next sunday at 4:30,5,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2, 2]"
1172,can you find me forecast for august 32nd,5,"[6, 6, 0, 0, 0, 0, 2, 2]"
1173,it'd be great if you could tell me what the weather will be over the next one and a half weeks,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1174,it'd be great if you could find me forecast for june first,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
1175,will you please get the weather for january 18th,5,"[6, 6, 6, 0, 0, 0, 0, 2, 2]"
1176,i really want you to get the weather for this weekend,5,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
1177,would you please locate the forecast for the next three weeks and two days,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1178,it would be nice if you could please get the weather for at seven thirty,5,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
1179,it would be nice if you could please tell me what the weather will be over the next 30 min,5,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1180,will you please locate the forecast for the next three weeks,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1181,will you please tell me what the weather will be over the next 30s,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1182,it'd be great if you could tell me what the weather will be over the next half an hour,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1183,it'd be great if you could find me forecast for tonight,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2]"
1184,get the weather for in 2 days,5,"[0, 0, 0, 0, 2, 2, 2]"
1185,for goodness sake just get the weather for september fourteenth,5,"[6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
1186,will you please get the weather for 2032/2/9,5,"[6, 6, 6, 0, 0, 0, 0, 2]"
1187,can you tell me what the weather will be over the next two hours,5,"[6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1188,what's the weather?,5,"[0, 0, 0]"
1189,it'd be great if you could tell me what the weather will be over the next one and a half weeks,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1190,for goodness sake just get the weather for in five days,5,"[6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
1191,would you please tell me what the weather will be over the next 30s,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1192,will you please locate the forecast for the next twelve minutes,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1193,tell me what the weather will be over the next three weeks,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1194,get the weather for 2032/2/9,5,"[0, 0, 0, 0, 2]"
1195,it would be nice if you could please tell me what the weather will be over the next fifteen seconds,5,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1196,for goodness sake just get the weather for august 32nd,5,"[6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
1197,can you find me forecast for wednesday at noon,5,"[6, 6, 0, 0, 0, 0, 2, 2, 2]"
1198,for goodness sake just get the weather for in five days,5,"[6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
1199,will you please find me forecast for this weekend,5,"[6, 6, 6, 0, 0, 0, 0, 2, 2]"
1200,would you please find me forecast for at seven thirty,5,"[6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
1201,for goodness sake just get the weather for 11/32,5,"[6, 6, 6, 6, 0, 0, 0, 0, 2]"
1202,would you please find me forecast for in five days,5,"[6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
1203,for goodness sake just locate the forecast for the next fifteen seconds,5,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1204,can't you just get the weather for mid april,5,"[6, 6, 6, 0, 0, 0, 0, 2, 2]"
1205,will you please find me forecast for at seven thirty,5,"[6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
1206,can't you just get the weather for tomorrow,5,"[6, 6, 6, 0, 0, 0, 0, 2]"
1207,would you please get the forecast,5,"[6, 6, 6, 0, 0, 0]"
1208,will you please tell me what the weather will be over the next fifteen seconds,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1209,it would be nice if you could please find me forecast for this weekend,5,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
1210,tell me what the weather will be over the next one and a half weeks,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1211,please tell me what the weather will be over the next six hours,5,"[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1212,for goodness sake just get the weather for wednesday at noon,5,"[6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
1213,would you please get the weather for 11/32,5,"[6, 6, 6, 0, 0, 0, 0, 2]"
1214,for goodness sake just tell me what the weather will be over the next three weeks and two days,5,"[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1215,can't you just find me forecast for 2021/07/03,5,"[6, 6, 6, 0, 0, 0, 0, 2]"
1216,please find me forecast for january 18th,5,"[6, 0, 0, 0, 0, 2, 2]"
1217,please find me forecast for january 18th,5,"[6, 0, 0, 0, 0, 2, 2]"
1218,get the weather for thursday at five forty five,5,"[0, 0, 0, 0, 2, 2, 2, 2, 2]"
1219,it would be nice if you could please tell me what the weather will be over the next three weeks,5,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1220,it would be nice if you could please locate the forecast for the next two hours,5,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1221,it'd be great if you could tell me what the weather will be over the next 5 months,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1222,i really want you to locate the forecast for the next 30 min,5,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1223,please locate the forecast for the next twelve minutes,5,"[6, 0, 0, 0, 0, 0, 0, 1, 1]"
1224,can't you just locate the forecast for the next 45 minutes,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1225,tell me what the weather will be over the next half an hour,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1226,i really want you to get the weather for tomorrow,5,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 2]"
1227,it'd be great if you could get the weather for in 2 days,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
1228,can you tell me what the weather will be over the next fifteen seconds,5,"[6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1229,can you tell me what the weather will be over the next half an hour,5,"[6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1230,for goodness sake just get the weather for august 32nd,5,"[6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
1231,please get the weather for at seven thirty,5,"[6, 0, 0, 0, 0, 2, 2, 2]"
1232,it'd be great if you could tell me what the weather will be over the next three weeks and two days,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1233,can't you just find me forecast for wednesday at noon,5,"[6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
1234,would you please get the weather for september fourteenth,5,"[6, 6, 6, 0, 0, 0, 0, 2, 2]"
1235,find me forecast for thursday at five forty five,5,"[0, 0, 0, 0, 2, 2, 2, 2, 2]"
1236,will you please get the weather for thursday at five forty five,5,"[6, 6, 6, 0, 0, 0, 0, 2, 2, 2, 2, 2]"
1237,please find me forecast for january 18th,5,"[6, 0, 0, 0, 0, 2, 2]"
1238,i really want you to locate the forecast for the next six hours,5,"[6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1239,will you please find me forecast for at seven thirty,5,"[6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
1240,please tell me what the weather will be over the next 5 months,5,"[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1241,it'd be great if you could tell me what the weather will be over the next fifty three minutes,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1242,can you locate the forecast for the next six hours,5,"[6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1243,can you find me forecast for tomorrow evening,5,"[6, 6, 0, 0, 0, 0, 2, 2]"
1244,can you locate the forecast for the next 12h,5,"[6, 6, 0, 0, 0, 0, 0, 0, 1]"
1245,for goodness sake just find me forecast for at seven thirty,5,"[6, 6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
1246,can you tell me what the weather will be over the next 45 minutes,5,"[6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1247,it'd be great if you could get the weather for mid april,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
1248,it would be nice if you could please find me forecast for this weekend,5,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 2, 2]"
1249,tell me what the weather will be over the next three weeks and two days,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1250,can't you just find me forecast for tonight,5,"[6, 6, 6, 0, 0, 0, 0, 2]"
1251,find me forecast for wednesday at noon,5,"[0, 0, 0, 0, 2, 2, 2]"
1252,will you please tell me what the weather will be over the next three weeks and two days,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1253,will you please locate the forecast for the next 2 weeks,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1254,can't you just tell me what the weather will be over the next twelve minutes,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1255,it'd be great if you could locate the forecast for the next two days,5,"[6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1256,would you please locate the forecast for the next 5 months,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1257,can't you just locate the forecast for the next two days,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1258,for goodness sake just get the forecast,5,"[6, 6, 6, 6, 0, 0, 0]"
1259,can't you just tell me what the weather will be over the next 12h,5,"[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1260,for goodness sake just find me forecast for 2032/2/9,5,"[6, 6, 6, 6, 0, 0, 0, 0, 2]"
1261,it would be nice if you could please locate the forecast for the next twelve minutes,5,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 1, 1]"
1262,can't you just find me forecast for tonight,5,"[6, 6, 6, 0, 0, 0, 0, 2]"
1263,tell me what the weather will be over the next three weeks,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1264,can't you just find me forecast for at seven thirty,5,"[6, 6, 6, 0, 0, 0, 0, 2, 2, 2]"
1265,it would be nice if you could please tell me what the weather will be over the next 12h,5,"[6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
